分析報告開始,分析報告結束,廣告組合名稱,廣告組合投遞,曝光次數,觸及人數,貼文留言數,訊息對話開始次數,潛在顧客,每次成果成本,成果指標,"花費金額 (TWD)",廣告組合預算,廣告組合預算類型,點擊次數（全部）,CTR（全部）,粉絲專頁互動,開始,結束時間
2024-03-16,2026-05-29,32-65/西屯北屯/置產+醫生興趣,inactive,1739,1124,,1,2,385,actions:leadgen.other,770,3000,總經費,95,5.46291,29,2024-03-16,2024-03-25
2024-03-16,2026-05-29,32-65/西屯北屯/自營商/傳產/品酒/高爾夫,inactive,1101,764,,1,1,445,actions:leadgen.other,445,2600,總經費,72,6.53951,23,2024-03-16,2024-03-24
2024-03-16,2026-05-29,澄石+藏富+北屯高總1%(0326二調),inactive,13568,7966,3,,25,260,actions:leadgen.other,6500,6500,總經費,693,5.107606,237,2024-03-17,2024-04-15
2024-03-16,2026-05-29,35-65/西屯水湳/閱讀/喜愛自然/酒類(0406三調),inactive,13059,6596,3,,15,425.26666667,actions:leadgen.other,6379,7300,總經費,702,5.375603,257,2024-03-18,2024-04-15
2024-03-16,2026-05-29,32-65/西屯北屯中科/科技+精品興趣(0326調,inactive,5355,2858,,1,7,396.42857143,actions:leadgen.other,2775,6000,總經費,266,4.96732,76,2024-03-19,2024-04-06
2024-03-16,2026-05-29,"32-60/北屯西屯/ 年輕人興趣/成家/投資(放大北台中",inactive,1314,1016,,,,,,718,3000,總經費,68,5.175038,26,2024-03-19,2024-03-31
2024-03-16,2026-05-29,32-65/西屯北屯/律師/銀行業/教育/外語/成家(0326調),inactive,2107,1446,,,2,545.5,actions:leadgen.other,1091,2300,總經費,90,4.271476,33,2024-03-22,2024-03-31
2024-03-16,2026-05-29,33-65/西屯南屯/注重教育/銀行業/理財顧問(0412二調),inactive,3315,2615,,,,,,1542,1600,總經費,115,3.46908,44,2024-03-26,2024-04-15
2024-03-16,2026-05-29,再行銷,inactive,4239,2903,,,8,250,actions:leadgen.other,2000,2000,總經費,206,4.859637,84,2024-03-27,2024-04-05
2024-03-16,2026-05-29,32-65/西屯南屯/文藝興趣/成家/投資(0405調),inactive,6359,3912,,,5,589.8,actions:leadgen.other,2949,4800,總經費,185,2.909262,77,2024-03-28,2024-04-15
2024-03-16,2026-05-29,32-65/中清74沿線&中科路/科技業/主管/律師/重機/名車,inactive,2683,1706,,,2,491.5,actions:leadgen.other,983,3500,總經費,83,3.093552,32,2024-04-02,2024-04-15
2024-03-16,2026-05-29,32-60/74沿線/投資/工程師/成家/露營/電動車,not_delivering,6967,4683,,1,9,266.66666667,actions:leadgen.other,2400,2400,總經費,255,3.660112,110,2024-04-09,2024-04-15
2024-03-16,2026-05-29,澄石+藏富+北屯高總1%(0417三調),inactive,3613,2090,,,4,430.75,actions:leadgen.other,1723,4600,總經費,202,5.590922,318,2024-04-16,2024-04-25
2024-03-16,2026-05-29,32-60/74沿線/投資/工程師/成家/露營/電動車(0424調),inactive,18001,7797,2,2,25,289.32,actions:leadgen.other,7233,10000,總經費,704,3.910894,1216,2024-04-16,2024-05-15
2024-03-16,2026-05-29,32-65/彰化烏日西屯/投資置產客(調整地點,inactive,3876,2608,,,6,401.33333333,actions:leadgen.other,2408,3800,總經費,134,3.457172,465,2024-04-19,2024-04-28
2024-03-16,2026-05-29,32-65/老台中置產/三師高收入興趣,inactive,1245,907,1,,,,,666,3000,總經費,49,3.935743,101,2024-04-22,2024-05-01
2024-03-16,2026-05-29,30-65/水湳北屯/生技醫學/環境科學/營建業(0509調),inactive,13413,7684,4,1,15,301.46666667,actions:leadgen.other,4522,6000,總經費,416,3.101469,296,2024-04-24,2024-05-15
2024-03-16,2026-05-29,28-60/正北屯+8K/投資置產/雙語教育/高收興趣,not_delivering,16351,8323,,,29,193.10344828,actions:leadgen.other,5600,5600,總經費,607,3.712311,477,2024-04-24,2024-05-15
2024-03-16,2026-05-29,35-65/烏日南屯東區大坑/電商/直銷/浮誇仔(0514二調),inactive,3399,1959,1,,3,871,actions:leadgen.other,2613,2800,總經費,170,5.001471,443,2024-05-06,2024-05-15
2024-03-16,2026-05-29,30-65/水湳北屯/生技醫學/電子工程/商管/大學教授(0514調),not_delivering,2794,1803,,,7,342.85714286,actions:leadgen.other,2400,2400,總經費,147,5.261274,357,2024-05-08,2024-05-15
2024-03-16,2026-05-29,28-60/正北屯+8K/投資置產/雙語教育/高收興趣,inactive,59638,26106,9,7,90,133.75555556,actions:leadgen.other,12038,13300,總經費,1678,2.813642,1589,2024-05-16,2025-09-22
2024-03-16,2026-05-29,30-65/水湳北屯/生技醫學/電子工程/商管/大學教授(0612三調),inactive,30523,13455,9,4,58,209.93103448,actions:leadgen.other,12176,14300,總經費,1122,3.675917,1441,2024-05-16,2025-09-22
2024-03-16,2026-05-29,28-60/正北屯+8K/投資置產/名牌精品/名車(0523調),inactive,9098,6028,,,8,318.75,actions:leadgen.other,2550,9000,總經費,246,2.703891,234,2024-05-20,2024-06-15
2024-03-16,2026-05-29,28-60/正北屯+8K/投資置產/雙語教育/高收興趣(0618調),inactive,14598,10253,11,9,16,229.1875,actions:leadgen.other,3667,4500,總經費,347,2.377038,187,2024-06-17,2024-06-30
2024-03-16,2026-05-29,30-60/豐原后科潭子/投資置產/科技業/名車(0703改),not_delivering,10808,6084,,,26,193.5,actions:leadgen.other,5031,7300,總經費,474,4.38564,653,2024-07-03,2025-09-22
2024-03-16,2026-05-29,30-65/水湳北屯/生技醫學/電子工程/商管/大學教授(0612三調),inactive,23300,12155,9,4,36,222.16666667,actions:leadgen.other,7998,8000,總經費,811,3.480687,355,2024-06-17,2024-07-15
2024-03-16,2026-05-29,30-60/豐原后科/投資置產/科技業/名車,inactive,18377,7005,8,5,14,279.07142857,actions:leadgen.other,3907,8000,總經費,358,1.948087,164,2024-06-20,2024-07-15
2024-03-16,2026-05-29,再行銷,inactive,3175,2368,1,1,5,337.2,actions:leadgen.other,1686,2000,總經費,112,3.527559,42,2024-06-28,2024-07-04
2024-03-16,2026-05-29,30-65/水湳北屯/生技醫學/電子工程/商管/大學教授,inactive,26531,11855,,,45,244.2,actions:leadgen.other,10989,11000,總經費,970,3.6561,408,2024-07-16,2024-08-18
2024-03-16,2026-05-29,30-60/豐原后科潭子/投資置產/科技業/名車(0703改),inactive,15703,7329,1,1,18,329,actions:leadgen.other,5922,8000,總經費,641,4.082023,223,2024-07-16,2024-08-25
2024-03-16,2026-05-29,30-60/豐原潭子大雅/貿易商/科技業/成家(0802調),inactive,6521,4075,,3,6,525.5,actions:leadgen.other,3153,5500,總經費,211,3.2357,81,2024-07-30,2024-08-15
2024-03-16,2026-05-29,28-60/正北屯+8K/投資置產/雙語教育/高收興趣(0807調),inactive,3936,2322,,1,2,800,actions:leadgen.other,1600,4000,總經費,97,2.464431,30,2024-08-05,2024-08-15
2024-03-16,2026-05-29,30-55/中科北屯/追星族興趣(0827三調),inactive,22759,11563,2,,19,429.68421053,actions:leadgen.other,8164,13000,總經費,405,1.779516,177,2024-08-09,2024-09-15
2024-03-16,2026-05-29,35-60/北屯東區/銀行業/雙語教育/理專(0816調),inactive,1990,1297,1,3,,,,1012,3000,總經費,113,5.678392,38,2024-08-15,2024-08-25
2024-03-16,2026-05-29,32-60/中科西屯/科技新貴/遊戲開發/工程師(0827調),inactive,2963,1910,,,,,,1268,3000,總經費,81,2.733716,30,2024-08-15,2024-09-01
2024-03-16,2026-05-29,粉專再行銷,inactive,2286,1142,3,,3,584.66666667,actions:leadgen.other,1754,2100,總經費,121,5.293088,49,2024-08-15,2024-09-26
2024-03-16,2026-05-29,"30-60/豐原潭子北太平/ 傳產興趣(LI",inactive,2166,239,,,2,1135.5,actions:leadgen.other,2271,4000,總經費,73,3.370268,28,2024-08-18,2024-08-31
2024-03-16,2026-05-29,30-60/74沿線/傳產+加工(LI-0821調,inactive,6953,4088,4,3,7,391.71428571,actions:leadgen.other,2742,4900,總經費,182,2.617575,77,2024-08-18,2024-09-01
2024-03-16,2026-05-29,30-60/台中新竹台北/投資顧問/外語/留學(0925三調),inactive,28354,12228,10,4,28,446.42857143,actions:leadgen.other,12500,12500,總經費,1022,3.60443,368,2024-08-26,2024-10-15
2024-03-16,2026-05-29,30-65/台中2000以上+小艾北部1%(1007五調),inactive,14814,7903,3,2,10,732,actions:leadgen.other,7320,8700,總經費,435,2.936412,136,2024-08-28,2024-10-15
2024-03-16,2026-05-29,35-60/中科北屯/外語/親子教育/企業主管,inactive,2902,1980,2,1,2,665.5,actions:leadgen.other,1331,3700,總經費,70,2.41213,46,2024-08-28,2024-09-15
2024-03-16,2026-05-29,35-60/中科北屯/雙語教育/理財/律師/政治議題(0909二調),inactive,8084,4151,2,2,7,581.28571429,actions:leadgen.other,4069,4800,總經費,208,2.572984,81,2024-09-03,2024-09-25
2024-03-16,2026-05-29,32-60/74沿線/投資/高爾夫/名車LILI,inactive,2634,1594,,,1,1510,actions:leadgen.other,1510,3000,總經費,100,3.796507,22,2024-09-06,2024-09-16
2024-03-16,2026-05-29,30-65/台中市區+沙鹿/R&B/股票/精品(0920二調),inactive,7750,4494,2,1,10,342.9,actions:leadgen.other,3429,8000,總經費,180,2.322581,71,2024-09-08,2024-10-15
2024-03-16,2026-05-29,32-60/西屯東海沙鹿/醫師興趣/理財/親子教育,inactive,1366,1110,,,,,,556,1500,總經費,33,2.415813,16,2024-09-11,2024-09-15
2024-03-16,2026-05-29,35-60/中科北屯/串流平台/育兒/量販店/租賃(0920調),inactive,2083,1396,,,1,801,actions:leadgen.other,801,5500,總經費,72,3.456553,32,2024-09-18,2024-10-15
2024-03-16,2026-05-29,30-60/中科潭子/貿易商/科技業/親子教育(1007調),inactive,3238,1984,1,1,7,250.28571429,actions:leadgen.other,1752,2500,總經費,140,4.323657,54,2024-09-25,2024-10-15
2024-03-16,2026-05-29,粉專再行銷V2,inactive,1238,590,,,3,332,actions:leadgen.other,996,1000,總經費,70,5.654281,20,2024-09-25,2024-09-29
2024-03-16,2026-05-29,30-60/北台中/文青興趣/露營/親子教育,not_delivering,5419,3173,,,3,666.66666667,actions:leadgen.other,2000,2000,總經費,205,3.782986,71,2024-10-08,2024-10-15
2024-03-16,2026-05-29,30-60/大坑太平/機械產業/戶外活動興趣,not_delivering,5439,3250,1,,2,999,actions:leadgen.other,1998,2000,總經費,253,4.65159,76,2024-10-08,2024-10-15
2024-03-16,2026-05-29,"202409 景立方 高效速成 名單 廣告組合",not_delivering,1812,1334,,,1,986,actions:leadgen.other,986,1000,總經費,93,5.13245,38,2024-08-16,2024-08-18
2024-03-16,2026-05-29,35-60/中科北屯/雙薪家庭興趣,inactive,4520,2293,,,5,404,actions:leadgen.other,2020,2500,總經費,170,3.761062,73,2024-09-25,2024-10-15
2024-03-16,2026-05-29,30-60/大坑太平/機械產業/戶外活動興趣(1022調),inactive,4164,2318,,,2,878.5,actions:leadgen.other,1757,2000,總經費,175,4.20269,67,2024-10-16,2024-10-25
2024-03-16,2026-05-29,30-60/台中新竹台北/投資顧問/外語/留學(1024五調),inactive,2836,2063,,1,1,1314,actions:leadgen.other,1314,2200,總經費,107,3.77292,34,2024-10-16,2024-10-27
2024-03-16,2026-05-29,30-60/松竹+8/置產興趣/名表/重機(1104四調)-不要北部,not_delivering,6664,3600,,,3,1219.33333333,actions:leadgen.other,3658,5800,總經費,301,4.516807,85,2024-10-18,2024-11-16
2024-03-16,2026-05-29,"30-60/ 中科西屯南屯/工程師/科技業",inactive,2808,1861,,,1,1454,actions:leadgen.other,1454,1500,總經費,65,2.314815,21,2024-10-24,2024-10-28
2024-03-16,2026-05-29,30-60/西屯南屯/餐廳/廚師興趣(1104二調),inactive,6467,3982,1,,6,550.33333333,actions:leadgen.other,3302,4700,總經費,237,3.66476,93,2024-10-25,2024-11-15
2024-03-16,2026-05-29,30-65/水湳北屯/生技醫學/電子工程/商管/大學教授,inactive,2332,1211,,,,,,1500,6000,總經費,64,2.744425,20,2024-10-25,2024-11-15
2024-03-16,2026-05-29,26-60/太原車站/圖書館/傳產/自由業/教育,inactive,3868,2062,,,2,940,actions:leadgen.other,1880,4400,總經費,105,2.714581,29,2024-10-25,2024-11-15
2024-03-16,2026-05-29,30-60/北屯/自然科學/醫生/傳產/新婚/親子教育(1104二調),inactive,2652,1753,,,1,1432,actions:leadgen.other,1432,2900,總經費,120,4.524887,36,2024-10-28,2024-11-15
2024-03-16,2026-05-29,30-60/北屯/職業婦女興趣(1101調),inactive,2419,1532,1,,2,802.5,actions:leadgen.other,1605,2900,總經費,112,4.630012,36,2024-10-28,2024-11-15
2024-03-16,2026-05-29,30-60/西屯南屯/精算師興趣,not_delivering,840,616,,,,,,433,2500,總經費,19,2.261905,7,2024-11-05,2024-11-16
2024-03-16,2026-05-29,30-60/北屯/傳產/新婚/親子教育/寵物,not_delivering,616,480,,,,,,446,2500,總經費,34,5.519481,12,2024-11-05,2024-11-16
2024-03-16,2026-05-29,"35-55 / 八期南區烏日 / 律師醫生",not_delivering,290,241,,,,,,310,2500,總經費,14,4.827586,2,2024-11-06,2024-11-16
2024-03-16,2026-05-29,"27-55/北屯潭子/ 年輕人興趣(0217三調)-1510",active,104385,29537,33,14,104,202.49038462,actions:leadgen.other,21059,21300,總經費,5170,4.952819,1316,2024-11-12,2026-05-31
2024-03-16,2026-05-29,"30-60/ 中科西屯南屯/工程師/科技業-1510",inactive,9315,5026,,,7,315.57142857,actions:leadgen.other,2209,400,每日,390,4.186795,95,2025-01-02,進行中
2024-03-16,2026-05-29,28-55/北屯/新婚/小型企業主/親子/幼兒教育/數位行銷-1510,inactive,26132,10575,2,3,21,289.61904762,actions:leadgen.other,6082,150,每日,1355,5.185214,384,2025-01-02,進行中
2024-03-16,2026-05-29,30-65/豐原后里潭子/製造業/科技業/自營商/露營-1510,active,15992,6774,12,3,16,314.5,actions:leadgen.other,5032,5300,總經費,1090,6.815908,353,2025-02-18,2026-05-31
2024-03-16,2026-05-29,30-55/北屯/教師/公務員/醫療人員,inactive,1787,1079,1,,,,,935,250,每日,36,2.01455,7,2025-04-17,進行中
2024-03-16,2026-05-29,35-60/七期南屯/科技業主管/企業中高層/自營業者-1510,inactive,2006,1184,1,,1,1001,actions:leadgen.other,1001,250,每日,61,3.040877,20,2025-04-17,進行中
2024-03-16,2026-05-29,40-65+/南屯北屯北區/公教退休人員/中小企業主-1510,inactive,1681,917,1,,1,970,actions:leadgen.other,970,250,每日,70,4.164188,15,2025-04-17,進行中
2024-03-16,2026-05-29,"28-55/西屯南屯北屯/ IT人員-1510",inactive,6783,4382,1,,6,392.66666667,actions:leadgen.other,2356,300,每日,260,3.833112,85,2025-09-17,進行中
2024-03-16,2026-05-29,30-65/西屯北屯潭子/銀行業/高爾夫/精品-1510,inactive,1054,1008,,,,,,439,300,每日,40,3.795066,14,2025-09-17,進行中
2024-03-16,2026-05-29,28-55/西屯中科大雅/1%+製造業-1510,inactive,2512,1811,,,,,,1128,300,每日,69,2.746815,39,2025-09-18,進行中
2024-03-16,2026-05-29,28-55/74沿線/1%+業務-1510,inactive,3138,2152,,,,,,1117,300,每日,107,3.409815,60,2025-09-18,進行中
2024-03-16,2026-05-29,28-60/正北屯+8K/投資置產/雙語教育/高收興趣,inactive,4921,3230,1,,2,1076.5,actions:leadgen.other,2153,4000,總經費,137,2.783987,70,2024-11-07,2025-01-12
2024-03-16,2026-05-29,"35-60 / 大台中 / 高知識教師+業務",inactive,820,603,,,,,,563,3000,總經費,20,2.439024,7,2024-11-07,2024-11-17
2024-03-16,2026-05-29,"27-55/北屯潭子/ 年輕人興趣",inactive,3656,2242,,,1,1850,actions:leadgen.other,1850,4700,總經費,120,3.282276,46,2024-11-07,2024-12-31
2024-03-16,2026-05-29,"35-60 / 大台中 / 博弈業",inactive,1846,1476,,,,,,990,3400,總經費,53,2.871073,50,2024-11-09,2024-12-31
2024-03-16,2026-05-29,台中再行銷,inactive,357,319,,,,,,246,2000,總經費,12,3.361345,29,2024-11-11,2024-11-20
2024-03-16,2026-05-29,"35-60/ 北屯+中科 / 室內設計/餐飲/科技/補教",inactive,389,356,,,,,,226,2500,總經費,8,2.056555,28,2024-11-11,2024-11-20
2024-03-16,2026-05-29,35-65/水湳南屯/民事訴訟/搖滾樂/藝術興趣/潛水/閱讀/美食,inactive,1629,1297,,,,,,765,4500,總經費,52,3.192142,59,2024-11-11,2024-12-31
2024-03-16,2026-05-29,35-60/西屯水湳/youtuber/進口代理商/投資興趣-1510,inactive,11457,4934,15,3,15,180.06666667,actions:leadgen.other,2701,4200,總經費,824,7.19211,178,2024-11-12,2025-01-08
2024-03-16,2026-05-29,台中高總再行銷-1510,inactive,5899,1472,7,2,21,118.66666667,actions:leadgen.other,2492,6000,總經費,438,7.424987,125,2024-11-12,2024-11-30
2024-03-16,2026-05-29,台中高總再行銷(1128調),inactive,11453,4434,1,1,19,302.73684211,actions:leadgen.other,5752,6500,總經費,588,5.134026,215,2024-11-21,2025-01-11
2024-03-16,2026-05-29,33-65/北屯北區西屯/藝術家興趣/名車/貿易商-1510,inactive,1049,759,2,,,,,349,4100,總經費,69,6.577693,11,2024-12-10,2024-12-31
2024-03-16,2026-05-29,35-60/西屯北屯/公務員/自營商/理財(1231二調),inactive,12344,5218,2,,6,696.83333333,actions:leadgen.other,4181,6300,總經費,440,3.564485,145,2024-12-11,2025-01-08
2024-03-16,2026-05-29,33-65/南屯嶺東烏日/科技新貴(0114三調)-1510,inactive,12720,6689,9,1,7,541.14285714,actions:leadgen.other,3788,6400,總經費,579,4.551887,144,2024-12-12,2025-01-23
2024-03-16,2026-05-29,33-65/北屯北區西屯/科技新貴,inactive,2381,1296,,,1,991,actions:leadgen.other,991,2400,總經費,125,5.249895,38,2024-12-18,2024-12-31
2024-03-16,2026-05-29,33-65/北屯北區西屯/法官律師/親子教育,inactive,2469,1601,,,,,,686,2000,總經費,77,3.118672,17,2024-12-23,2024-12-31
2024-03-16,2026-05-29,30-60/潭子大坑太平/新婚/育兒/理財/旅遊(0108調區域),inactive,2512,1376,,,1,1654,actions:leadgen.other,1654,2000,總經費,58,2.308917,23,2025-01-06,2025-01-15
2024-03-16,2026-05-29,30-60/南屯嶺東烏日/雙語教育/音樂藝術興趣/名車(0110二調),inactive,3216,2033,,,,,,1986,3000,總經費,50,1.554726,20,2025-01-07,2025-01-16
2024-03-16,2026-05-29,30-60/潭子南屯烏日/雙薪家庭/理財/成家/旅遊,inactive,855,649,,,,,,572,2000,總經費,17,1.988304,7,2025-01-13,2025-01-22
2024-03-16,2026-05-29,30-60/潭子南屯烏日/成家置產/鉑金大苑+景立方1%,inactive,308,261,,,,,,204,1500,總經費,7,2.272727,1,2025-01-15,2025-01-22
2024-03-16,2026-05-29,28-55/台中/1%+精品-1510,inactive,1193,822,,,1,559,actions:leadgen.other,559,300,每日,69,5.783738,17,2025-09-22,進行中
2024-03-16,2026-05-29,28-55/74沿線/1%+旅遊興趣-1510,inactive,1500,1109,,,,,,522,300,每日,43,2.866667,10,2025-09-22,進行中
2024-03-16,2026-05-29,"27-55/北屯潭子/ 年輕人興趣-1510",inactive,2175,1857,1,,,,,779,300,每日,47,2.16092,16,2025-09-27,進行中
2024-03-16,2026-05-29,28-60/正北屯+8K/投資置產/雙語教育/高收興趣-1510,inactive,2055,1747,,,1,765,actions:leadgen.other,765,300,每日,66,3.211679,21,2025-09-27,進行中
2024-03-16,2026-05-29,28-60/西屯南屯/1%+遊戲開發-1510,inactive,1929,1523,,,,,,657,300,每日,49,2.540176,31,2025-09-30,進行中
2024-03-16,2026-05-29,28-60/74沿線-北屯/1%+數據分析-1510,inactive,2054,1541,,,1,682,actions:leadgen.other,682,300,每日,76,3.700097,30,2025-09-30,進行中
2024-03-16,2026-05-29,30-55/中彰國1沿線/傳產/工廠/成家,inactive,801,625,,,,,,496,2000,總經費,20,2.496879,9,2025-01-14,2025-01-23
2024-03-16,2026-05-29,33-65/南屯烏日彰化/名車/夜生活/精品-1510,inactive,21675,9696,2,,11,557.81818182,actions:leadgen.other,6136,7200,總經費,758,3.497116,184,2025-01-15,2025-03-31
2024-03-16,2026-05-29,台中區域再行銷,inactive,4798,1586,,,1,2765,actions:leadgen.other,2765,4600,總經費,151,3.147145,44,2025-01-16,2025-02-28
2024-03-16,2026-05-29,30-60/烏日豐原水湳/工程師/國外旅遊/電玩/教育,inactive,7731,3289,1,,1,4153,actions:leadgen.other,4153,8000,總經費,144,1.862631,73,2025-01-21,2025-02-28
2024-03-16,2026-05-29,30-60/烏日中科豐原彰化/工程師/國外旅遊/收藏/名車,inactive,1263,816,,,,,,602,4000,總經費,19,1.504355,9,2025-02-05,2025-02-28
2024-03-16,2026-05-29,"32-65/南區 大雅 豐原/個人事業 經濟科技日語喜好(0305調)",inactive,4658,2616,,,5,671.2,actions:leadgen.other,3356,8500,總經費,175,3.756977,76,2025-02-08,2025-03-31
2024-03-16,2026-05-29,35-60/西屯北屯/自由業/SOHO族/電商(0217調)-1510,inactive,9898,4934,6,2,6,366.5,actions:leadgen.other,2199,3000,總經費,513,5.182865,117,2025-02-11,2025-03-31
2024-03-16,2026-05-29,28-55/西屯區/前端工程師/投資理財-1510,inactive,3331,2184,1,,1,631,actions:leadgen.other,631,2000,總經費,91,2.731912,29,2025-02-12,2025-02-28
2024-03-16,2026-05-29,30-60/后科豐原/工程師/國外旅遊/棒球/名車,inactive,963,548,,,,,,360,1840,總經費,21,2.180685,79,2025-02-18,2025-02-28
2024-03-16,2026-05-29,35-65/74沿線/傳產老闆/自營商/醫生/投資興趣-1510,inactive,5666,3075,2,2,5,483.6,actions:leadgen.other,2418,5300,總經費,314,5.541828,57,2025-02-18,2025-04-30
2024-03-16,2026-05-29,大台中再行銷,inactive,2135,1169,,,1,1337,actions:leadgen.other,1337,1500,總經費,61,2.857143,82,2025-02-20,2025-02-28
2024-03-16,2026-05-29,"28-65/ 商業 業務相關職業",inactive,2930,1530,,,,,,1614,1700,總經費,40,1.365188,15,2025-02-25,2025-03-04
2024-03-16,2026-05-29,35-65/東區北區太平/自營商/親子教育/大學教授/精品-1510,inactive,12593,4684,5,1,9,371.44444444,actions:leadgen.other,3343,6800,總經費,641,5.090129,147,2025-02-26,2025-03-31
2024-03-16,2026-05-29,30-65/台中海線+市區/精算師興趣-1510,inactive,10324,5217,5,1,5,550.6,actions:leadgen.other,2753,8100,總經費,566,5.482371,133,2025-02-26,2025-04-30
