分析報告開始,分析報告結束,廣告組合名稱,廣告組合投遞,曝光次數,觸及人數,貼文留言數,訊息對話開始次數,潛在顧客,每次成果成本,成果指標,"花費金額 (TWD)",廣告組合預算,廣告組合預算類型,點擊次數（全部）,CTR（全部）,頻率,開始,結束時間
2023-06-09,2026-07-09,"沙鹿&清水+西屯 / 首購新房(0226調)",inactive,9980,4704,3,4,6,594.66666667,actions:leadgen.other,3568,250,每日,258,2.58517,2.121599,2025-02-17,進行中
2023-06-09,2026-07-09,"沙鹿&清水+西屯 / 文教設計興趣(0325調)",inactive,3706,2573,,,1,2139,actions:leadgen.other,2139,6600,總經費,95,2.563411,1.440342,2025-03-20,2025-04-15
2023-06-09,2026-07-09,"30-60/沙鹿 弘光 清水/醫療 醫生 護理",inactive,4623,2344,,,1,1025,actions:leadgen.other,1025,4500,總經費,60,1.297859,1.97227,2025-05-15,2025-05-24
2023-06-09,2026-07-09,28-60/大甲外埔清水梧棲/上班通勤族,inactive,1240,883,1,,,,,231,150,每日,22,1.774194,1.404304,2025-06-10,進行中
2023-06-09,2026-07-09,"35-60 / 清水沙鹿南屯 / 3C興趣",inactive,4346,3648,,,,,,1104,使用行銷活動預算,0,69,1.587667,1.191338,2025-08-08,進行中
2023-06-09,2026-07-09,"30-60 / 清水龍井大雅 / 家庭主婦選房(0819調區域)",inactive,3796,2210,,1,2,1415.5,actions:leadgen.other,2831,200,每日,91,2.39726,1.717647,2025-08-12,進行中
2023-06-09,2026-07-09,"27-50 / 清水梧棲沙鹿龍井 / 服務製造軍公教",inactive,3208,2298,,,,,,918,300,每日,68,2.119701,1.395997,2025-09-05,進行中
2023-06-09,2026-07-09,28-60/清水沙鹿大雅/1%+房地產興趣,inactive,2533,1558,,,1,1755,actions:leadgen.other,1755,300,每日,64,2.526648,1.625802,2025-09-09,進行中
2023-06-09,2026-07-09,28-60/清水沙鹿大雅/1%+中小企業主,inactive,1529,1019,,,,,,909,300,每日,35,2.289078,1.500491,2025-09-15,進行中
2023-06-09,2026-07-09,(1510)28-45/大甲梧棲清水沙鹿/新婚/訂婚/理財(1001二調),inactive,17494,6502,,,,,,4415,300,每日,256,1.463359,2.690557,2025-09-22,2025-10-22
2023-06-09,2026-07-09,28-60/西屯北屯清水沙鹿中科/1%+精品興趣,inactive,1949,1244,,1,1,1041,actions:leadgen.other,1041,200,每日,47,2.411493,1.56672,2025-09-26,進行中
2023-06-09,2026-07-09,"28-55 / 清水沙鹿東海 / 生活娛樂",inactive,2965,1520,,3,,290.66666667,actions:onsite_conversion.messaging_conversation_started_7d,872,200,每日,172,5.801012,1.950658,2025-11-01,進行中
2023-06-09,2026-07-09,"28-60 / 梧棲清水龍井 / 生活娛樂(1114調觀光熱區",inactive,5881,3077,1,3,,421.66666667,actions:onsite_conversion.messaging_conversation_started_7d,1265,200,每日,161,2.73763,1.911277,2025-11-13,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿清水 / 公教職員(1201+清水)",not_delivering,39910,12147,9,23,,267.95652174,actions:onsite_conversion.messaging_conversation_started_7d,6163,200,每日,1474,3.69331,3.285585,2025-11-21,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿清水 / 公教職員",inactive,984,600,,,1,275,actions:leadgen.other,275,150,每日,16,1.626016,1.64,2026-01-26,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿清水 / 公部門職業",inactive,3215,1704,,,,,,728,250,每日,115,3.576983,1.886737,2026-02-03,進行中
2023-06-09,2026-07-09,"30-55 / 沙鹿清水中科 / 製造業公務員",inactive,3603,1698,1,,2,870,actions:leadgen.other,1740,300,每日,140,3.885651,2.121908,2026-03-19,進行中
2023-06-09,2026-07-09,"30-55 / 靜宜清水 / 零售批發自營(0505+嶺東)",inactive,24294,7935,2,1,12,397.08333333,actions:leadgen.other,4765,200,每日,703,2.893719,3.061626,2026-04-23,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿清水 / 公教職員",inactive,27131,7673,1,8,,470.125,actions:onsite_conversion.messaging_conversation_started_7d,3761,300,每日,753,2.775423,3.535905,2026-05-21,進行中
2023-06-09,2026-07-09,"30-55 / 清水+關連工業區 / 自營商 / 首購成家",active,15050,4628,,4,,604.25,actions:onsite_conversion.messaging_conversation_started_7d,2417,5500,總經費,298,1.980066,3.251945,2026-06-26,2026-07-31
2023-06-09,2026-07-09,"東海 沙鹿 清水 / 餐飲業",inactive,1570,1420,,,1,707,actions:leadgen.other,707,300,每日,24,1.528662,1.105634,2024-08-26,進行中
2023-06-09,2026-07-09,"35-65 / 清水沙鹿 / 工業製造+年輕育兒",not_delivering,29475,5780,16,32,,156.25,actions:onsite_conversion.messaging_conversation_started_7d,5000,5000,總經費,1483,5.031383,5.099481,2024-09-09,2024-10-08
