分析報告開始,分析報告結束,廣告組合名稱,廣告組合投遞,曝光次數,觸及人數,貼文留言數,訊息對話開始次數,潛在顧客,每次成果成本,成果指標,"花費金額 (TWD)",廣告組合預算,廣告組合預算類型,點擊次數（全部）,CTR（連結點閱率）,頻率,開始,結束時間
2024-03-16,2026-06-03,35-65/沙鹿大肚烏日彰化/收租/退休教授/醫師/投資興趣,inactive,1464,1044,,,,,,1181,3000,總經費,62,1.502732,1.402299,2025-12-14,2025-12-24
2024-03-16,2026-06-03,30-55/西屯北屯南屯/企業管理/中小企業主,inactive,751,650,,,,,,689,3000,總經費,36,1.198402,1.155385,2025-12-17,2025-12-28
2024-03-16,2026-06-03,28-55/西屯西區大里/3C科技/智慧生活,inactive,2691,2038,1,,2,916,actions:leadgen.other,1832,3000,總經費,106,1.151988,1.320412,2025-12-17,2025-12-28
2024-03-16,2026-06-03,"28-60/台中/2024-2025 北屯2000萬換屋客群名單",inactive,1548,623,,,,,,1582,2000,總經費,57,1.29199,2.484751,2025-12-19,2025-12-29
2024-03-16,2026-06-03,28-55/74沿線/通勤/傳產/零售,inactive,1764,1414,,,,,,1393,3000,總經費,104,2.267574,1.247525,2025-12-19,2025-12-29
2024-03-16,2026-06-03,30-60/豐原后科潭子/投資置產/科技業/名車,inactive,3716,2700,1,,1,1763,actions:leadgen.other,1763,2250,總經費,185,1.372443,1.376296,2025-12-23,2025-12-31
2024-03-16,2026-06-03,32-60/南屯西屯烏日/精品化妝品/進口代理商/投資興趣,inactive,1309,1051,,,,,,897,2250,總經費,82,1.680672,1.24548,2025-12-23,2025-12-31
2024-03-16,2026-06-03,"35-60/北台中+沙鹿/ 運輸加工出口貿易/換屋",inactive,2656,2036,,,1,1855,actions:leadgen.other,1855,2250,總經費,140,1.393072,1.304519,2025-12-23,2025-12-31
2024-03-16,2026-06-03,27-50/西屯南屯/小家庭自營商(1231換區域,inactive,5351,3667,,,3,935.66666667,actions:leadgen.other,2807,2850,總經費,257,1.495048,1.459231,2025-12-26,2026-01-05
2024-03-16,2026-06-03,30-60/西屯南屯/投資顧問/外語/留學,inactive,2977,2093,,,1,2062,actions:leadgen.other,2062,2100,總經費,140,1.780316,1.42236,2025-12-29,2026-01-05
2024-03-16,2026-06-03,30-60/純北屯+少量潭子/家庭換屋（0103調,inactive,2934,1723,,,,,,2052,2100,總經費,96,0.886162,1.702844,2025-12-29,2026-01-05
2024-03-16,2026-06-03,35-60/西屯南屯南區/包租公/租賃管理族,inactive,78,60,,,,,,28,1000,總經費,2,,1.3,2026-01-05,2026-01-09
2024-03-16,2026-06-03,30-55/西屯北屯/高爾夫/精品/運動,inactive,31,25,,,,,,13,1000,總經費,2,,1.24,2026-01-05,2026-01-09
2024-03-16,2026-06-03,35-55/西屯西區南區/政治/社會議題/投資,inactive,21,20,,,,,,11,1000,總經費,2,,1.05,2026-01-05,2026-01-09
2024-03-16,2026-06-03,"202509_景立方_名單1510-高效速成-潭子 廣告組合",not_delivering,14894,7794,4,,7,583.42857143,actions:leadgen.other,4084,300,每日,651,1.013831,1.910957,2025-10-02,進行中
2024-03-16,2026-06-03,"202511_景立方_名單1510-高效速成-大台中出國旅遊 廣告組合",not_delivering,5255,2784,,,3,735.66666667,actions:leadgen.other,2207,300,每日,230,1.465271,1.887572,2025-11-24,進行中
2024-03-16,2026-06-03,"202511_景立方_名單1510-高效速成-北屯潭子豐原-美甲美髮相關 廣告組合",not_delivering,3469,2450,1,,1,1106,actions:leadgen.other,1106,300,每日,147,1.268377,1.415918,2025-11-24,進行中
2024-03-16,2026-06-03,"202511_景立方_名單1510-高效速成-北屯大坑豐原/貴婦/投資/享受生活 廣告組合",not_delivering,2157,1509,,,1,927,actions:leadgen.other,927,300,每日,57,0.973574,1.429423,2025-11-28,進行中
2024-03-16,2026-06-03,"202511_景立方_名單1510-高效速成-西屯北屯/科技3C迷 廣告組合",not_delivering,2459,1684,,,1,972,actions:leadgen.other,972,300,每日,84,0.93534,1.460214,2025-11-28,進行中
2024-03-16,2026-06-03,"202512_景立方_名單1510-高效速成-大雅豐原太原/汽車/野餐(1203調區域 廣告組合",not_delivering,2918,2011,,,1,1137,actions:leadgen.other,1137,300,每日,116,1.405072,1.451019,2025-12-01,進行中
2024-03-16,2026-06-03,"202512_景立方_名單1510-高效速成-中科豐原潭子/個人護理/休閒(1208換區域 廣告組合",not_delivering,9203,5911,4,1,3,861,actions:leadgen.other,2583,250,每日,344,0.814952,1.556928,2025-12-01,進行中
2024-03-16,2026-06-03,"202512_景立方_名單1510-高效速成-大台中/上班族/通勤者 廣告組合",not_delivering,1858,1784,,,,,,536,300,每日,59,1.184069,1.04148,2025-12-01,進行中
2024-03-16,2026-06-03,"202512_景立方_名單1510-高效速成-西屯潭子大里/醫療業(1208換區域 廣告組合",not_delivering,3097,2442,,,1,1276,actions:leadgen.other,1276,250,每日,92,0.742654,1.268223,2025-12-05,進行中
2024-03-16,2026-06-03,"202512_景立方_名單1510-高效速成-豐原潭子北屯/金融保險銀行 廣告組合",not_delivering,2658,2003,,,,,,842,250,每日,116,1.16629,1.327009,2025-12-08,進行中
2024-03-16,2026-06-03,"202512_景立方_名單1510-高效速成-潭子北屯太平/子女置產 廣告組合",not_delivering,9604,3815,4,,10,522.8,actions:leadgen.other,5228,250,每日,415,1.353603,2.517431,2025-12-10,進行中
2024-03-16,2026-06-03,28-55/北屯豐原/文藝興趣/品味生活族(0105換區域,inactive,10456,6331,,1,3,1712.33333333,actions:leadgen.other,5137,5750,總經費,513,1.453711,1.651556,2025-12-26,2026-03-13
2024-03-16,2026-06-03,"202512_景立方_名單_1510-高效速成(0112+排除) 廣告組合",not_delivering,10128,3914,2,,9,527.11111111,actions:leadgen.other,4744,250,每日,483,1.293444,2.587634,2025-12-31,進行中
2024-03-16,2026-06-03,"30-60 / 南台中 / 科技置產男(跑下午3-1點)",inactive,1329,914,1,,,,,702,2500,總經費,64,1.65538,1.454048,2026-01-12,2026-01-23
2024-03-16,2026-06-03,"33-65 / 靜宜大雅中清 / 家庭興趣(跑10-1點",inactive,8498,4382,,,7,783.28571429,actions:leadgen.other,5483,6000,總經費,377,1.635679,1.939297,2026-01-12,2026-02-23
2024-03-16,2026-06-03,"30-60 / 中科七期后科 / 工程師+能源相關(12-1點）",inactive,1782,1229,,,,,,1226,2500,總經費,79,1.234568,1.449959,2026-01-14,2026-01-25
2024-03-16,2026-06-03,"30-55/ 文心崇德/ 純買房興趣",inactive,1297,914,,,,,,1428,2500,總經費,33,1.079414,1.419037,2026-01-19,2026-01-30
2024-03-16,2026-06-03,"202601_景立方_名單_1510_北屯再行銷(12-1點) 廣告組合",not_delivering,2215,814,,,1,1150,actions:leadgen.other,1150,2500,總經費,65,0.677201,2.72113,2026-01-19,2026-01-30
2024-03-16,2026-06-03,"202601_景立方_名單_1510_西屯北區/電競/主機玩家(0126調整投放地區 廣告組合",not_delivering,6274,2616,,,3,696.66666667,actions:leadgen.other,2090,2550,總經費,204,0.844756,2.398318,2026-01-23,2026-01-31
2024-03-16,2026-06-03,"33-65 / 北屯中科潭子 / 家庭興趣(跑10-1點",inactive,2070,1384,,,,,,1082,2850,總經費,79,1.73913,1.495665,2026-01-26,2026-02-04
2024-03-16,2026-06-03,"27-55 / 十期 / 新婚成家教育(0322",inactive,1828,1216,,,,,,1204,200,每日,68,1.805252,1.503289,2026-03-18,2026-04-18
2024-03-16,2026-06-03,28-60/逢甲中科中科/科技/傳產/成家,inactive,4524,1485,,,1,1467,actions:leadgen.other,1467,200,每日,62,0.530504,3.046465,2026-03-24,2026-04-18
2024-03-16,2026-06-03,"33-65 / 北屯洲際 / 在地傳產父母 - 複本",not_delivering,4253,2808,,,,,,590,2500,總經費,62,1.246179,1.514601,2026-04-08,2026-04-30
2024-03-16,2026-06-03,35-55/十期西屯/科技業興趣,not_delivering,3414,2090,,,,,,560,2500,總經費,50,1.142355,1.633493,2026-04-09,2026-04-30
2024-03-16,2026-06-03,"30-50 / 北屯松竹 / 投資換屋",inactive,2694,1670,,,1,1109,actions:leadgen.other,1109,200,每日,69,1.039347,1.613174,2026-03-12,進行中
2024-03-16,2026-06-03,"28-45 / 北屯洲際 / 自營商家庭",inactive,7328,3927,1,1,3,849.66666667,actions:leadgen.other,2549,300,每日,132,0.859716,1.866056,2026-03-12,進行中
2024-03-16,2026-06-03,30-65/北屯潭子水湳/成家興趣/公務員,inactive,2311,1491,,,,,,841,200,每日,52,0.778884,1.549966,2026-03-12,進行中
2024-03-16,2026-06-03,"28-50 / 松竹 / 房地產",inactive,2549,1953,,,,,,1210,300,每日,35,0.823852,1.305172,2026-03-25,進行中
2024-03-16,2026-06-03,"28-50 / 北屯潭子 / 股票精品",inactive,1906,1440,,,,,,937,300,每日,26,0.472193,1.323611,2026-03-27,進行中
2024-03-16,2026-06-03,"27-55 / 十期 / 591房產/上班族",inactive,2240,1641,,,,,,935,300,每日,28,0.625,1.365021,2026-03-27,進行中
2024-03-16,2026-06-03,"27-55 / 北屯潭子/ 年輕人興趣",inactive,4932,3164,,,2,1115,actions:leadgen.other,2230,200,每日,62,0.729927,1.558786,2026-03-27,進行中
2024-03-16,2026-06-03,"30-50 / 北屯洲際 /  自由業",inactive,1558,1194,,,,,,589,300,每日,25,0.770218,1.304858,2026-03-30,進行中
2024-03-16,2026-06-03,"30-50 / 太原洲際 /  金融房產",inactive,1526,1243,,,,,,601,300,每日,24,1.179554,1.227675,2026-03-30,進行中
2024-03-16,2026-06-03,"30-50 / 北屯潭子 /  旅遊房產",inactive,1323,1091,,,,,,570,300,每日,13,0.604686,1.212649,2026-03-30,進行中
2024-03-16,2026-06-03,28-60/北屯好市多+3/房地產591,inactive,5708,3391,,1,4,479.75,actions:leadgen.other,1919,使用行銷活動預算,0,83,0.735809,1.683279,2026-03-31,進行中
2024-03-16,2026-06-03,35-65/北屯好市多+3/儲蓄保險股票(0407+太原,not_delivering,3615,2525,,,2,740,actions:leadgen.other,1480,使用行銷活動預算,0,56,0.746888,1.431683,2026-03-31,進行中
2024-03-16,2026-06-03,小艾中部2000以下網站訪客_180天_網頁瀏覽,inactive,738,506,,,,,,567,使用行銷活動預算,0,24,1.626016,1.458498,2026-03-31,進行中
2024-03-16,2026-06-03,35-65/北屯好市多+3/純股票科技(0407+太原,not_delivering,1267,926,,,,,,413,使用行銷活動預算,0,15,0.710339,1.368251,2026-04-01,進行中
2024-03-16,2026-06-03,28-60/北屯潭子+3/房地產591,inactive,1552,1262,1,,,,,584,使用行銷活動預算,0,20,0.451031,1.229794,2026-04-01,進行中
2024-03-16,2026-06-03,28-60/北屯潭子+3/房地產+父母,not_delivering,3686,2584,,,2,651.5,actions:leadgen.other,1303,使用行銷活動預算,0,67,1.085187,1.426471,2026-04-01,進行中
2024-03-16,2026-06-03,小艾中部2000以上網站訪客_180天_網頁瀏覽,not_delivering,67,56,,,,,,35,使用行銷活動預算,0,3,2.985075,1.196429,2026-04-01,進行中
2024-03-16,2026-06-03,28-55/北屯潭子+3/房地產+運動,inactive,572,497,,,,,,172,使用行銷活動預算,0,4,0.524476,1.150905,2026-04-02,進行中
2024-03-16,2026-06-03,35-64/彰化/房地產591(0404調,not_delivering,5196,3279,,,2,815.5,actions:leadgen.other,1631,使用行銷活動預算,0,79,1.193226,1.584629,2026-04-02,進行中
2024-03-16,2026-06-03,28-60/北屯潭子+3/房地產+股票,not_delivering,734,595,,,,,,278,使用行銷活動預算,0,12,0.817439,1.233613,2026-04-04,進行中
2024-03-16,2026-06-03,"33-60/北屯好市多+3/房地產591 V2",not_delivering,1559,1122,,,2,291.5,actions:leadgen.other,583,使用行銷活動預算,0,26,0.962155,1.389483,2026-04-07,進行中
2024-03-16,2026-06-03,"33-65 / 北屯洲際 / 在地傳產父母",inactive,1,1,,,,,,0,3000,總經費,0,,1,2026-04-08,2026-05-08
2024-03-16,2026-06-03,"27-55 / 北屯潭子 / 年輕人興趣",inactive,1015,751,,,,,,650,300,每日,13,0.394089,1.351531,2026-04-14,進行中
2024-03-16,2026-06-03,"28-60 /北屯+5K / 投資置產/雙語教育/高收興趣",inactive,786,603,,,,,,730,300,每日,18,0.763359,1.303483,2026-04-14,進行中
2024-03-16,2026-06-03,"30-60 / 水湳北屯 / 房產興趣",not_delivering,1423,971,,,1,995,actions:leadgen.other,995,300,每日,25,0.773015,1.465499,2026-04-27,進行中
2024-03-16,2026-06-03,"28-65 / 北屯74 / 自營商/投資置產",inactive,1848,1284,,,,,,1300,300,每日,38,1.352814,1.439252,2026-04-16,進行中
2024-03-16,2026-06-03,"30-65 / 水湳北屯 / 生醫/電子/商管/教授",inactive,3709,2319,,,7,482.14285714,actions:leadgen.other,3375,300,每日,97,1.752494,1.599396,2026-04-16,進行中
2024-03-16,2026-06-03,"30-60/ 十期 / 591房產/上班族",inactive,3969,2232,,,4,545.5,actions:leadgen.other,2182,300,每日,86,0.907029,1.778226,2026-04-20,進行中
2024-03-16,2026-06-03,"30-60 / 水湳北屯 / 財會/公務員",inactive,855,672,,,,,,802,300,每日,8,0.350877,1.272321,2026-04-27,進行中
