分析報告開始,分析報告結束,廣告組合名稱,廣告組合投遞,曝光次數,觸及人數,貼文留言數,訊息對話開始次數,潛在顧客,每次成果成本,成果指標,"花費金額 (TWD)",廣告組合預算,廣告組合預算類型,點擊次數（全部）,CTR（連結點閱率）,頻率,開始,結束時間
2023-06-09,2026-07-09,28-60/清水沙鹿梧棲/自由工作者/遠距上班,inactive,5835,3220,,,1,1359,actions:leadgen.other,1359,270,每日,76,0.75407,1.812112,2025-10-16,進行中
2023-06-09,2026-07-09,28-60/西屯清水沙鹿中科/房地產興趣,inactive,1451,998,,,3,237,actions:leadgen.other,711,使用行銷活動預算,0,39,1.102688,1.453908,2025-10-21,進行中
2023-06-09,2026-07-09,"27-55 / 西屯沙鹿 / 醫療相關",inactive,934,480,1,1,,281,actions:onsite_conversion.messaging_conversation_started_7d,281,300,每日,19,0.107066,1.945833,2025-10-22,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿梧棲清水 / 汽車業 UBER(1110TA)",inactive,6931,2584,,5,,393.2,actions:onsite_conversion.messaging_conversation_started_7d,1966,200,每日,412,1.457221,2.682276,2025-11-03,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿梧棲清水 / 新婚育兒",inactive,1573,1119,,,,,,780,300,每日,45,0.826446,1.405719,2025-11-04,進行中
2023-06-09,2026-07-09,"28-55 / 清水沙鹿東海 / 生活娛樂",inactive,1722,996,2,1,1,1217,actions:leadgen.other,1217,300,每日,62,1.045296,1.728916,2025-11-06,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿大雅 / 公務員",inactive,1119,884,,,,,,889,350,每日,22,0.893655,1.265837,2025-11-11,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿+10K / 教育傳產",inactive,1234,956,1,,,,,878,200,每日,39,1.215559,1.290795,2025-12-04,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿 / 傳統民俗興趣",inactive,814,576,,,,,,619,200,每日,20,0.737101,1.413194,2025-12-08,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿 / 娛樂時事",inactive,2146,1835,,,,,,829,200,每日,45,0.652377,1.169482,2025-12-12,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿梧棲龍井大肚 / 倉儲物流司機",inactive,2515,1591,1,1,1,1197,actions:leadgen.other,1197,300,每日,56,0.755467,1.580767,2026-01-19,進行中
2023-06-09,2026-07-09,"30-50 / 沙鹿 / 休閒軍公教(預)",inactive,13512,6783,,,3,1579.66666667,actions:leadgen.other,4739,300,每日,369,1.450562,1.992039,2026-02-11,進行中
2023-06-09,2026-07-09,"30-50 / 沙鹿清水 / 家庭主婦(預)",inactive,32291,9793,3,5,,814.8,actions:onsite_conversion.messaging_conversation_started_7d,4074,200,每日,1011,0.684401,3.297355,2026-02-12,進行中
2023-06-09,2026-07-09,"30-55 / 沙鹿清水中科 / 雙薪小家庭",inactive,11325,4891,2,,5,1229.4,actions:leadgen.other,6147,300,每日,281,1.024283,2.315477,2026-03-26,進行中
2023-06-09,2026-07-09,30-60/沙鹿東海嶺東/美業/零售業,inactive,2687,1593,1,,,,,646,200,每日,96,1.153703,1.686755,2026-06-17,進行中
2023-06-09,2026-07-09,30-60/沙鹿龍井/技術員/服務業,active,7019,3262,2,6,,369.5,actions:onsite_conversion.messaging_conversation_started_7d,2217,300,每日,405,1.681151,2.151747,2026-07-02,進行中
2023-06-09,2026-07-09,"30-65 /沙鹿在地 / 純工程師",inactive,4598,2629,,,2,927.5,actions:leadgen.other,1855,4800,總經費,154,1.348412,1.748954,2024-08-07,2024-09-09
2023-06-09,2026-07-09,"30-65 /沙鹿在地 /公務員輪廓",inactive,2123,1155,,1,,,,814,1900,總經費,95,1.695714,1.838095,2024-08-28,2024-09-20
2023-06-09,2026-07-09,"30-55 /沙鹿梧棲中科 / 科技業生活興趣",inactive,1971,1147,,,1,1268,actions:leadgen.other,1268,1300,總經費,60,0.558092,1.718396,2024-10-09,2024-10-15
2023-06-09,2026-07-09,"30-55 /沙鹿東海中科 / 餐飲業相關",inactive,2905,1482,,1,5,348.8,actions:leadgen.other,1744,4638,總經費,103,0.860585,1.960189,2024-10-09,2024-10-25
2023-06-09,2026-07-09,30-60/沙鹿靜宜/在地富二代,inactive,3508,1420,,1,,822,actions:onsite_conversion.messaging_conversation_started_7d,822,5000,總經費,62,0.285063,2.470423,2025-06-12,2025-06-22
2023-06-09,2026-07-09,"30-60 / 沙鹿 關連工業區 / 1% 五金相關",inactive,7207,4120,,,,,,3454,500,每日,104,0.638268,1.749272,2025-07-22,進行中
2023-06-09,2026-07-09,"35-60 / 清水沙鹿南屯 / 3C興趣",inactive,29782,16183,1,4,8,1591.83333333,actions:leadgen.other,9551,300,每日,527,0.6514,1.840326,2025-07-28,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿東海 / 質感藝術興趣",inactive,1999,1378,,,,,,908,300,每日,57,0.750375,1.450653,2025-08-25,進行中
2023-06-09,2026-07-09,28-55/西屯清水沙鹿/1%+公務員,inactive,884,634,,,,,,890,300,每日,22,0.565611,1.394322,2025-09-15,進行中
2023-06-09,2026-07-09,"202510_華偉知見_高效訊息_中科沙鹿_科技新貴 廣告組合",inactive,226,191,,,,,,29,300,每日,7,,1.183246,2025-10-27,進行中
2023-06-09,2026-07-09,"27-55 / 中科南屯沙鹿 / 藍領 / 銀行保險",inactive,3391,2066,,1,,1157,actions:onsite_conversion.messaging_conversation_started_7d,1157,4500,總經費,64,0.766735,1.641336,2025-10-31,2025-11-16
2023-06-09,2026-07-09,"28-60 / 清水沙鹿 / 民生用品",inactive,1008,814,,,,,,768,350,每日,13,0.595238,1.238329,2025-11-11,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿東海 / 工業置產(0115FB+調地區)",inactive,5809,3164,,,2,1108.5,actions:leadgen.other,2217,250,每日,173,1.205027,1.835967,2026-01-09,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿西屯 / 工程師興趣",inactive,2149,1442,1,,,,,977,250,每日,58,1.070265,1.490291,2026-02-02,進行中
2023-06-09,2026-07-09,"30-55 / 沙鹿 / 家庭房產理財",inactive,4138,1985,1,,,,,959,250,每日,125,1.014983,2.084635,2026-02-09,2026-02-14
2023-06-09,2026-07-09,"30-55 / 東海沙鹿 / 上班族身心健康",inactive,1846,1174,,,1,1153,actions:leadgen.other,1153,150,每日,52,1.408451,1.572402,2026-03-03,進行中
2023-06-09,2026-07-09,"28-65 / 沙鹿東海中科 / 年輕成家(簡易)",not_delivering,15360,5844,3,,5,577.8,actions:leadgen.other,2889,300,每日,677,1.360677,2.628337,2026-03-21,2026-03-31
2023-06-09,2026-07-09,"27-55 / 中科沙鹿梧棲 / 年輕人 科技工業 - 複本",inactive,2599,1569,1,,,,,370,1500,總經費,90,0.500192,1.656469,2026-03-24,2026-03-31
2023-06-09,2026-07-09,"28-55 / 中科沙鹿梧棲 / 海線+粉專再行銷-互動",inactive,17698,7243,,,,10.53170732,actions:post_interaction_gross,2159,2400,總經費,197,0.254266,2.443463,2026-03-24,2026-04-30
2023-06-09,2026-07-09,"28-60 / 中科沙鹿梧棲 / 工程師 / 置產興趣 - 複本",inactive,5995,4451,,,,,,504,250,每日,75,0.483736,1.346888,2026-04-09,2026-04-30
2023-06-09,2026-07-09,"28-60 / 中科沙鹿梧棲 / 置產興趣",inactive,4424,3745,,,,,,250,250,每日,30,0.384268,1.181308,2026-04-12,2026-04-30
2023-06-09,2026-07-09,"28-45 / 中科沙鹿 / 工程師興趣",inactive,5952,3612,1,1,,1018,actions:onsite_conversion.messaging_conversation_started_7d,1018,5000,總經費,101,0.453629,1.647841,2026-04-13,2026-04-30
2023-06-09,2026-07-09,"28-55 / 沙鹿+5K / 物流倉儲",inactive,12080,5264,1,2,,987,actions:onsite_conversion.messaging_conversation_started_7d,1974,4000,總經費,147,0.380795,2.294833,2026-04-17,2026-04-30
2023-06-09,2026-07-09,30-58/沙鹿東海/醫生/旅遊/投資,inactive,1847,914,4,,1,905,actions:leadgen.other,905,250,每日,110,2.05739,2.020788,2026-06-08,進行中
2023-06-09,2026-07-09,"25 - 55/第一波 台中(龍井/西屯/沙鹿) - 複本 - 複本",not_delivering,4849,2646,8,10,,107.3,actions:onsite_conversion.messaging_conversation_started_7d,1073,3000,總經費,572,1.526088,1.832577,2023-05-19,2023-06-18
2023-06-09,2026-07-09,30-65+/沙鹿龍井彰化/工商教育類,not_delivering,16832,6226,12,32,,115.625,actions:onsite_conversion.messaging_conversation_started_7d,3700,10000,總經費,1702,1.182272,2.703501,2023-05-19,2023-06-18
2023-06-09,2026-07-09,"25 - 40/西屯、南屯、台中市(龍井、沙鹿、清水、梧棲)",not_delivering,22430,7530,19,42,,154.97619048,actions:onsite_conversion.messaging_conversation_started_7d,6509,9000,總經費,1565,0.539456,2.978752,2023-05-31,2023-06-29
2023-06-09,2026-07-09,"沙鹿/中科 護理人員投資 30-65",not_delivering,6124,2638,6,16,,112.9375,actions:onsite_conversion.messaging_conversation_started_7d,1807,2000,總經費,529,1.175702,2.321456,2023-06-06,2023-07-05
2023-06-09,2026-07-09,"【1510】沙鹿 清水 梧棲 / 在地興趣 有小孩",inactive,2136,1248,,,,,,390,200,每日,71,0.468165,1.711538,2025-02-08,2025-02-15
2023-06-09,2026-07-09,"沙鹿&清水+神岡豐原 / 傳產二代興趣",inactive,6026,3370,,1,1,2314,actions:leadgen.other,2314,3600,總經費,108,0.547627,1.788131,2025-03-02,2025-03-15
2023-06-09,2026-07-09,"28-65 /沙鹿 / 木工 家具 婚姻",not_delivering,7807,3714,1,1,3,750.33333333,actions:leadgen.other,2251,使用行銷活動預算,0,158,0.589215,2.102046,2025-05-28,進行中
2023-06-09,2026-07-09,30-60/沙鹿沙鹿中科/傳產/在地公務員/小學老師,not_delivering,1615,1096,,,,,,288,300,每日,38,0.557276,1.47354,2025-08-07,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿梧棲清水 / 保險 銀行業",inactive,2710,1166,,1,,443,actions:onsite_conversion.messaging_conversation_started_7d,443,200,每日,61,0.405904,2.324185,2025-10-17,進行中
2023-06-09,2026-07-09,"30-55 / 沙鹿南屯 / 水電能源科技",inactive,2343,1458,,,,,,919,300,每日,63,1.067008,1.606996,2026-01-26,進行中
2023-06-09,2026-07-09,"30-45 / 沙鹿清水 / 小型自營商(預)",inactive,10405,6089,1,,,,,2245,300,每日,184,0.855358,1.708819,2026-02-11,進行中
2023-06-09,2026-07-09,30-55/沙鹿+4K/醫生興趣/首購,inactive,2744,1324,,,,,,615,300,每日,82,0.874636,2.072508,2026-03-01,2026-03-31
2023-06-09,2026-07-09,30-55/沙鹿西屯/公務員興趣(0310調,inactive,6613,3440,,,3,843,actions:leadgen.other,2529,100,每日,109,0.816573,1.922384,2026-03-03,2026-03-31
2023-06-09,2026-07-09,"30-50/沙鹿中科/工程師/理財興趣 - 複本",not_delivering,2965,1547,,1,1,1425,actions:leadgen.other,1425,3000,總經費,64,0.607083,1.916613,2026-03-19,2026-03-31
2023-06-09,2026-07-09,"28-60 / 沙鹿車站周邊 / 公務員 / 老師 / 成家",inactive,18038,9555,1,3,,574.66666667,actions:onsite_conversion.messaging_conversation_started_7d,1724,6600,總經費,367,0.443508,1.887807,2026-03-26,2026-04-30
2023-06-09,2026-07-09,"30-65 / 沙鹿+6K / 營運核心層",inactive,2520,1664,,,1,1447,actions:leadgen.other,1447,250,每日,61,0.912698,1.514423,2026-04-10,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿車站+5K / 年輕人興趣",inactive,7309,3028,,,,,,1463,2800,總經費,169,0.766179,2.413804,2026-04-23,2026-04-30
2023-06-09,2026-07-09,"30-65/ 梧棲清水沙鹿/ 室內品質、生活機能",inactive,8211,3927,,4,,463.75,actions:onsite_conversion.messaging_conversation_started_7d,1855,4200,總經費,252,0.548045,2.090909,2023-06-06,2023-06-18
2023-06-09,2026-07-09,"25-65/ 沙鹿西屯龍井/ 海線再行銷",inactive,508,350,,1,,241,actions:onsite_conversion.messaging_conversation_started_7d,241,1000,總經費,36,0.787402,1.451429,2023-06-06,2023-06-15
2023-06-09,2026-07-09,"28-65/ 沙鹿西屯龍井/親子 生活方式",inactive,2836,1619,,,,,,967,3000,總經費,127,0.070522,1.751699,2023-06-08,2023-06-14
2023-06-09,2026-07-09,"30-65/ 梧棲清水沙鹿/小資成家",inactive,7998,3947,,2,,810.5,actions:onsite_conversion.messaging_conversation_started_7d,1621,1900,總經費,218,0.675169,2.026349,2023-06-12,2023-06-30
2023-06-09,2026-07-09,"科技+生活 | 沙鹿清水 |30~65",not_delivering,12420,4789,7,,19,217.63157895,actions:leadgen.other,4135,4500,總經費,659,1.223833,2.593443,2023-06-12,2023-06-30
2023-06-09,2026-07-09,"28-65/ 沙鹿西屯龍井/教育學區商圈",inactive,6116,2948,3,2,,693.5,actions:onsite_conversion.messaging_conversation_started_7d,1387,1400,總經費,164,0.245258,2.074627,2023-06-16,2023-06-22
2023-06-09,2026-07-09,"28-60/ 梧棲清水沙鹿/ 年輕首購 - 複本",inactive,5544,2152,,,3,1159.66666667,actions:leadgen.other,3479,4500,總經費,237,1.208514,2.576208,2023-06-16,2023-06-30
2023-06-09,2026-07-09,"25 - 55/第一波 台中(龍井/西屯/沙鹿) - 複本 - 複本",not_delivering,10020,4188,26,31,,96.77419355,actions:onsite_conversion.messaging_conversation_started_7d,3000,3000,總經費,1140,1.367265,2.39255,2023-06-19,2023-07-18
2023-06-09,2026-07-09,30-65+/沙鹿龍井彰化/工商教育類,inactive,2388,1648,,2,,268,actions:onsite_conversion.messaging_conversation_started_7d,536,10000,總經費,176,0.963149,1.449029,2023-06-19,2023-07-18
2023-06-09,2026-07-09,"28-60/ 梧棲清水沙鹿/ 純房產",not_delivering,2149,1347,,,,,,1200,1200,總經費,113,1.023732,1.595397,2023-06-27,2023-06-30
2023-06-09,2026-07-09,"28-60/ 梧棲清水沙鹿/ 傳統行業",inactive,864,645,,,,,,449,750,總經費,38,0.810185,1.339535,2023-06-27,2023-06-30
2023-06-09,2026-07-09,"25 - 40/西屯、南屯、台中市(龍井、沙鹿、清水、梧棲)",inactive,4189,2264,8,12,,88,actions:onsite_conversion.messaging_conversation_started_7d,1056,4000,總經費,411,0.549057,1.850265,2023-06-30,2023-07-29
2023-06-09,2026-07-09,"25 - 40/西屯、南屯、台中市(龍井、沙鹿、清水、梧棲)",not_delivering,24107,15902,1,,,2.97029703,actions:link_click,2100,2100,總經費,1189,2.932758,1.515973,2023-06-30,2023-07-11
2023-06-09,2026-07-09,"25 - 40/西屯、南屯、台中市(龍井、沙鹿、清水、梧棲) - 複本",not_delivering,20267,9933,,,,3.26782609,actions:link_click,1879,2100,總經費,959,2.837124,2.04037,2023-07-12,2023-07-29
2023-06-09,2026-07-09,"（K）33-65 / 龍井沙鹿東海大肚成功嶺 / 軍公教三代同堂",inactive,2710,1294,,3,,233.33333333,actions:onsite_conversion.messaging_conversation_started_7d,700,700,總經費,199,1.512915,2.094281,2023-07-04,2023-07-10
2023-06-09,2026-07-09,"（K）33-65 / 龍井沙鹿東海大肚中科 / 小型企業投資客",inactive,3252,1880,2,3,,233.33333333,actions:onsite_conversion.messaging_conversation_started_7d,700,700,總經費,369,3.843788,1.729787,2023-07-04,2023-07-10
2023-06-09,2026-07-09,"25-65 / 梧棲清水沙鹿 / 年輕品味首購族",inactive,8198,3428,1,4,,423.25,actions:onsite_conversion.messaging_conversation_started_7d,1693,1694,總經費,287,0.51232,2.391482,2023-07-04,2023-07-10
2023-06-09,2026-07-09,"（K）30-65 / 沙鹿東海大甲 / 高知識分子家庭投資客",inactive,16983,5542,11,17,,215.47058824,actions:onsite_conversion.messaging_conversation_started_7d,3663,4920,總經費,606,0.594712,3.064417,2023-07-04,2023-07-21
2023-06-09,2026-07-09,"沙鹿/中科 護理人員投資 30-65",inactive,1287,757,1,1,,360,actions:onsite_conversion.messaging_conversation_started_7d,360,2000,總經費,66,0.854701,1.700132,2023-07-06,2023-08-05
2023-06-09,2026-07-09,"25 - 40/西屯、南屯、台中市(龍井、沙鹿、清水、梧棲) - 複本",not_delivering,10895,4227,6,9,,322.22222222,actions:onsite_conversion.messaging_conversation_started_7d,2900,2900,總經費,736,0.330427,2.577478,2023-07-06,2023-07-15
2023-06-09,2026-07-09,"（K）32-65 / 龍井沙鹿中科高鐵 / 投資客 創業開店",not_delivering,2618,1358,2,1,,691,actions:onsite_conversion.messaging_conversation_started_7d,691,700,總經費,208,1.18411,1.927835,2023-07-11,2023-07-17
2023-06-09,2026-07-09,"（K）32-65 / 沙鹿大雅逢甲東海 / 三代同堂 開店創業",not_delivering,3057,1682,3,11,,62.90909091,actions:onsite_conversion.messaging_conversation_started_7d,692,700,總經費,430,4.481518,1.817479,2023-07-11,2023-07-17
2023-06-09,2026-07-09,靜宜/東海/沙鹿車站-新婚興趣,inactive,3319,1870,1,1,,763,actions:onsite_conversion.messaging_conversation_started_7d,763,1400,總經費,134,0.66285,1.774866,2023-07-13,2023-07-21
2023-06-09,2026-07-09,沙鹿/中科-新婚買房,not_delivering,19010,5230,2,2,18,277.77777778,actions:leadgen.other,5000,5000,總經費,884,1.436086,3.634799,2023-07-13,2023-08-03
2023-06-09,2026-07-09,"30-65 / 沙鹿東海大甲 /不鎖興趣(衝私訊留言)",not_delivering,4139,1850,6,15,,85.2,actions:onsite_conversion.messaging_conversation_started_7d,1278,1278,總經費,251,1.183861,2.237297,2023-07-17,2023-07-21
2023-06-09,2026-07-09,"25 - 55/第一波 台中(龍井/西屯/沙鹿)",not_delivering,5057,2231,3,9,,200.22222222,actions:onsite_conversion.messaging_conversation_started_7d,1802,1802,總經費,429,1.38422,2.266697,2023-07-19,2023-08-18
2023-06-09,2026-07-09,"33-65/ 沙鹿 弘光 東海 / 教授醫生自營商",inactive,1086,567,1,1,,544,actions:onsite_conversion.messaging_conversation_started_7d,544,2303,總經費,54,0.828729,1.915344,2023-07-26,2023-08-21
2023-06-09,2026-07-09,"25 - 40/西屯、南屯、台中市(龍井、沙鹿、清水、梧棲)",not_delivering,2685,2141,2,,,3.47058824,actions:post_engagement,472,300,每日,199,1.564246,1.254087,2023-07-28,2023-07-29
2023-06-09,2026-07-09,"25 - 40/西屯、南屯、台中市(龍井、沙鹿、清水、梧棲)",not_delivering,27482,17982,,,,4.45859873,actions:link_click,2100,2100,總經費,655,1.713849,1.528306,2023-07-29,2023-08-10
2023-06-09,2026-07-09,"25 - 40/西屯、南屯、台中市(龍井、沙鹿、清水、梧棲) - 複本",not_delivering,7270,2933,14,26,,111.53846154,actions:onsite_conversion.messaging_conversation_started_7d,2900,2900,總經費,636,1.746905,2.478691,2023-07-30,2023-08-28
2023-06-09,2026-07-09,30-65/沙鹿中科/有錢在地客,not_delivering,16088,4980,7,15,,446.66666667,actions:onsite_conversion.messaging_conversation_started_7d,6700,6700,總經費,878,0.739682,3.230522,2023-08-03,2023-08-31
2023-06-09,2026-07-09,沙鹿/中科-新婚買房,inactive,4203,1887,3,,3,486.33333333,actions:leadgen.other,1459,2000,總經費,220,1.570307,2.227345,2023-08-06,2023-08-14
2023-06-09,2026-07-09,"30-65/ 沙鹿+10k / 在地服務業、小吃、uber司機",not_delivering,20355,5671,24,53,,96.58490566,actions:onsite_conversion.messaging_conversation_started_7d,5119,5120,總經費,1503,1.508229,3.589314,2023-08-10,2023-09-05
2023-06-09,2026-07-09,"25 - 40/西屯、南屯、台中市(龍井、沙鹿、清水、梧棲) - 複本",not_delivering,10824,6843,,,,4.25217391,actions:link_click,1467,1500,總經費,485,3.187361,1.581762,2023-08-11,2023-08-29
2023-06-09,2026-07-09,"33-65 / 龍井沙鹿東海大肚成功嶺 / 軍公教三代同堂",inactive,17918,5415,10,25,,230.08,actions:onsite_conversion.messaging_conversation_started_7d,5752,7500,總經費,1450,1.155263,3.308957,2023-08-11,2023-09-11
2023-06-09,2026-07-09,"東城貳五/ 粉專互動 / 180天-沙鹿兩房",not_delivering,4812,1928,1,,13,113.30769231,actions:leadgen.other,1473,1473,總經費,276,1.122195,2.495851,2023-08-21,2023-09-05
2023-06-09,2026-07-09,"30-65 / 沙鹿龍井東海 / 美學美感設計",inactive,4945,1493,,4,,480,actions:onsite_conversion.messaging_conversation_started_7d,1920,3000,總經費,329,1.779575,3.312123,2023-08-21,2023-09-01
2023-06-09,2026-07-09,"33-65 / 龍井沙鹿東海大肚成功嶺 / 海線再行銷",inactive,4369,2124,,1,,1877,actions:onsite_conversion.messaging_conversation_started_7d,1877,6000,總經費,467,0.892653,2.056968,2023-08-23,2023-09-11
2023-06-09,2026-07-09,"30-65 / 只留沙鹿 / 戶外設計寵物",not_delivering,12239,3455,4,10,,439.4,actions:onsite_conversion.messaging_conversation_started_7d,4394,4400,總經費,639,1.119373,3.542402,2023-08-29,2023-09-20
2023-06-09,2026-07-09,"30-65 / 沙鹿龍井東海 / 純房地產",inactive,1020,443,,,,,,419,6000,總經費,49,1.27451,2.302483,2023-08-29,2023-09-20
2023-06-09,2026-07-09,"30-65 / 沙鹿龍井東海 / 廣投衝讚互動",inactive,21167,14319,1,3,,0.06880873,actions:post_engagement,1135,2000,總經費,91,0.39212,1.478246,2023-08-29,2023-09-11
2023-06-09,2026-07-09,"30-65 / 沙鹿 / 護理人員",inactive,5376,1948,1,4,,472.75,actions:onsite_conversion.messaging_conversation_started_7d,1891,6000,總經費,251,1.171875,2.759754,2023-08-31,2023-09-20
2023-06-09,2026-07-09,"33-65 / 沙鹿靜宜清水 / 自營商醫生",inactive,3225,1450,1,1,2,649,actions:leadgen.other,1298,3000,總經費,191,1.457364,2.224138,2023-09-01,2023-09-11
2023-06-09,2026-07-09,"30-65 / 沙鹿 / 護理人員",inactive,1640,1036,,,,,,681,2000,總經費,57,1.646341,1.583012,2023-09-05,2023-09-14
2023-06-09,2026-07-09,"25-65 / 沙鹿 / 質感興趣",inactive,3266,1655,,,2,575.5,actions:leadgen.other,1151,3000,總經費,87,1.01041,1.973414,2023-09-05,2023-09-14
2023-06-09,2026-07-09,"東城貳五/ 粉專互動 / 180天-沙鹿兩房",not_delivering,411,308,,,,,,150,2000,總經費,21,0.729927,1.334416,2023-09-05,2023-09-15
2023-06-09,2026-07-09,"東城貳五/ 粉專互動 / 180天-沙鹿兩房",not_delivering,10208,3234,8,13,,230.76923077,actions:onsite_conversion.messaging_conversation_started_7d,3000,3000,總經費,828,0.67594,3.156463,2023-09-05,2023-10-05
2023-06-09,2026-07-09,"32-65 / 沙鹿大雅逢甲東海 / 三代同堂 開店創業",not_delivering,3196,1677,2,,,,,999,1000,總經費,138,1.282854,1.905784,2023-09-06,2023-09-10
2023-06-09,2026-07-09,"32-65 / 沙鹿大雅逢甲東海 / 三代同堂 開店創業",not_delivering,6503,3941,,2,,4.12844037,actions:post_engagement,900,900,總經費,426,1.79917,1.650089,2023-09-06,2023-09-10
2023-06-09,2026-07-09,"35-65 / 清水沙鹿/ 工廠自營商傳產",inactive,6537,1990,,,,,,1640,3000,總經費,243,0.06119,3.284925,2023-09-08,2023-09-17
2023-06-09,2026-07-09,"32-65 / 沙鹿大雅逢甲東海 / 新婚興趣",inactive,2011,1170,,,,,,596,6000,總經費,62,0.745898,1.718803,2023-09-12,2023-10-10
2023-06-09,2026-07-09,"32-65 / 沙鹿大雅逢甲東海 / 三代同堂 開店創業",inactive,6605,4713,,,,4.20361991,actions:post_engagement,929,6000,總經費,340,1.408024,1.401443,2023-09-12,2023-10-10
2023-06-09,2026-07-09,"（K）28-65 / 沙鹿 梧棲 / 首購族 戶外休閒",inactive,2142,1118,,1,,745,actions:onsite_conversion.messaging_conversation_started_7d,745,3000,總經費,109,0.793651,1.915921,2023-09-21,2023-10-01
2023-06-09,2026-07-09,"30-65 / 只留沙鹿 / 戶外設計寵物 - 複本",inactive,13231,4578,3,8,,484.625,actions:onsite_conversion.messaging_conversation_started_7d,3877,9027,總經費,601,0.634873,2.890127,2023-09-23,2023-10-20
2023-06-09,2026-07-09,"33-65 / 龍井沙鹿東海大肚成功嶺 / 海線再行銷",not_delivering,24551,7179,2,15,,466.66666667,actions:onsite_conversion.messaging_conversation_started_7d,7000,7000,總經費,1893,0.973484,3.419836,2023-09-27,2023-10-10
2023-06-09,2026-07-09,30-65/沙鹿中科/有錢在地客,not_delivering,2648,1216,2,2,,454,actions:onsite_conversion.messaging_conversation_started_7d,908,3000,總經費,181,0.717523,2.177632,2023-10-01,2023-10-11
2023-06-09,2026-07-09,"東城貳五/ 粉專互動 / 180天-沙鹿兩房",not_delivering,11648,3538,9,26,,115.38461538,actions:onsite_conversion.messaging_conversation_started_7d,3000,3000,總經費,914,0.884272,3.292256,2023-10-06,2023-11-05
2023-06-09,2026-07-09,"30-65 / 只留沙鹿 / 喜歡綠、園藝",not_delivering,25843,7915,3,17,,347.05882353,actions:onsite_conversion.messaging_conversation_started_7d,5900,5900,總經費,1297,1.12603,3.265066,2023-10-06,2023-10-20
2023-06-09,2026-07-09,"33-65 / 龍井沙鹿東海大肚成功嶺 / 海線再行銷",inactive,7378,3192,2,6,,330.5,actions:onsite_conversion.messaging_conversation_started_7d,1983,3000,總經費,736,0.85389,2.311404,2023-10-11,2023-11-10
2023-06-09,2026-07-09,"33-65 / 龍井沙鹿東海大肚成功嶺 / 房地產591",not_delivering,3874,1746,,6,,166.66666667,actions:onsite_conversion.messaging_conversation_started_7d,1000,2000,總經費,330,1.548787,2.218786,2023-10-18,2023-11-30
2023-06-09,2026-07-09,"30-65/ 三井沙鹿 / 旅遊閱讀網購",inactive,3879,1925,,,2,817,actions:leadgen.other,1634,3353,總經費,163,1.211652,2.015065,2023-10-18,2023-10-31
2023-06-09,2026-07-09,"30-65 / 只留沙鹿 / 喜歡綠、園藝",inactive,4087,2264,1,1,,1001,actions:onsite_conversion.messaging_conversation_started_7d,1001,8000,總經費,217,1.003181,1.805212,2023-10-21,2023-11-20
2023-06-09,2026-07-09,"30-65 / 沙鹿 / 行政人員會計",inactive,8483,3880,,2,,765.5,actions:onsite_conversion.messaging_conversation_started_7d,1531,5000,總經費,401,1.23777,2.18634,2023-10-24,2023-11-20
2023-06-09,2026-07-09,"30-65 / 沙鹿 / 文青類",not_delivering,14542,4774,3,18,,211.11111111,actions:onsite_conversion.messaging_conversation_started_7d,3800,3800,總經費,859,1.457846,3.046083,2023-11-01,2023-11-20
2023-06-09,2026-07-09,"東城貳五/ 粉專互動 / 180天-沙鹿兩房",inactive,8316,3014,1,13,,214.23076923,actions:onsite_conversion.messaging_conversation_started_7d,2785,5000,總經費,543,0.757576,2.759124,2023-11-06,2023-12-05
2023-06-09,2026-07-09,"25 - 55/第一波 台中(龍井/西屯/沙鹿)",not_delivering,11470,4203,1,36,,83.33333333,actions:onsite_conversion.messaging_conversation_started_7d,3000,3000,總經費,1706,2.197036,2.729003,2023-11-03,2023-12-02
2023-06-09,2026-07-09,"沙鹿/中科 護理人員投資 30-65",not_delivering,1343,783,,1,,375,actions:onsite_conversion.messaging_conversation_started_7d,375,2364,總經費,82,0.521221,1.715198,2023-11-14,2023-12-05
2023-06-09,2026-07-09,"沙鹿/中科 護理人員投資 30-65",not_delivering,12587,3509,2,38,,73.65789474,actions:onsite_conversion.messaging_conversation_started_7d,2799,3000,總經費,644,1.104314,3.587062,2023-11-17,2023-12-05
2023-06-09,2026-07-09,"30-65 / 沙鹿 / 文青類",inactive,14597,5631,5,12,,364.75,actions:onsite_conversion.messaging_conversation_started_7d,4377,10000,總經費,773,1.322189,2.592257,2023-11-22,2023-12-20
2023-06-09,2026-07-09,"35-65 / 東海沙鹿 / 餐廳中小企業業務",inactive,8887,3066,2,6,29,90.62068966,actions:leadgen.other,2628,4100,總經費,899,3.06065,2.898565,2023-11-27,2023-12-23
